Nom du cours,Classification,Terme,Explication
La liberté de la presse dans le monde,Personnage,Viktor Orbán,Premier ministre hongrois dont la gouvernance est marquée par une stratégie de contrôle indirect des médias via des alliés économiques.
La liberté de la presse dans le monde,Concept,SLAPP,Poursuite stratégique contre la mobilisation publique ; procédures judiciaires abusives lancées par des entreprises ou des politiciens pour épuiser financièrement un journaliste.
La liberté de la presse dans le monde,Concept,désinformation,Diffusion intentionnelle de fausses informations dans le but de tromper l'opinion publique ou de déstabiliser un adversaire.
Les migrations climatiques,Concept,sédentarisation forcée,Processus par lequel des populations nomades (comme au Sahel) sont contraintes de s'installer de manière permanente car leurs routes de transhumance sont détruites par la sécheresse.
Les migrations climatiques,Lieu,Etats insulaires à bas niveau,"Nations archipélagiques (Kiribati, Tuvalu, Maldives) dont l'altitude moyenne est si faible qu'elles risquent une submersion totale par la montée des eaux."
Les migrations climatiques,Concept,dette climatique,Responsabilité des pays industrialisés d'aider les pays pauvres qui subissent les conséquences du réchauffement sans en être les auteurs.
Les migrations climatiques,Concept,non-refoulement,Principe cardinal du droit des réfugiés interdisant d'expulser une personne vers un pays où elle risque la mort ou des traitements inhumains.
La blockchain et les cryptomonnaies,Concept,pairs,"Utilisateurs ou ordinateurs connectés dans un réseau sans hiérarchie centrale, où chacun a les mêmes droits et responsabilités."
La blockchain et les cryptomonnaies,Concept,hachage,"Algorithme mathématique qui transforme une donnée de n'importe quelle taille en une empreinte numérique de taille fixe, unique et irréversible."
La blockchain et les cryptomonnaies,Concept,monnaie fiduciaire,Monnaie émise par une banque centrale (comme l'Euro ou le Dollar) dont la valeur repose sur la confiance du public envers l'institution émettrice.
La blockchain et les cryptomonnaies,Institution,MNBC,"Monnaie Numérique de Banque Centrale, forme numérique de la monnaie fiduciaire émise par un État pour concurrencer les cryptomonnaies privées."
Le droit d'asile expliqué,Date,Convention de Genève,Traité international adopté en 1951 définissant le statut de réfugié et les obligations des États à leur égard.
Le droit d'asile expliqué,Institution,HCR,"Haut Commissariat des Nations unies pour les réfugiés, agence de l'ONU chargée de protéger les droits des réfugiés et des déplacés."
Le droit d'asile expliqué,Institution,Règlement de Dublin,"Texte de l'Union européenne déterminant l'État membre responsable de l'examen d'une demande d'asile, généralement le premier pays d'entrée."
La sécurité alimentaire mondiale,Concept,carences en micronutriments,"Manque de vitamines (A, B12...) et de minéraux (fer, iode, zinc) essentiels au fonctionnement de l'organisme, même si l'apport calorique total est suffisant."
La sécurité alimentaire mondiale,Institution,marché à terme,"Marché financier où se négocient les prix des matières premières (comme le blé) pour des livraisons futures, influençant les cours mondiaux."
La sécurité alimentaire mondiale,Concept,food power,Stratégie géopolitique consistant à utiliser l'exportation ou l'embargo de denrées alimentaires comme moyen de pression politique.
La sécurité alimentaire mondiale,Lieu,zones arables,Terres dont le climat et la qualité du sol permettent une exploitation de cultures annuelles ou de prairies artificielles.
La sécurité alimentaire mondiale,Lieu,nappes phréatiques,"Réserves d'eau souterraines situées à faible profondeur, alimentant les puits et les sources, et largement utilisées pour l'irrigation agricole."
La sécurité alimentaire mondiale,Concept,agroécologie,Pratiques agricoles respectant l'environnement et visant à maintenir l'équilibre des écosystèmes tout en assurant une production nourricière.
L'eau : prochaine source de conflits ?,Concept,saumure,"Solution aqueuse très concentrée en sel, rejetée par les usines de dessalement. Son rejet massif peut asphyxier la faune et la flore marine locale."
L'eau : prochaine source de conflits ?,Lieu,Singapour,"Cité-État insulaire d'Asie du Sud-Est, devenue une référence mondiale en gestion de l'eau (NEWater) pour pallier son absence de sources d'eau douce naturelles."
L'eau : prochaine source de conflits ?,Concept,eau virtuelle,Volume d'eau nécessaire à la fabrication d'un produit (agricole ou industriel) tout au long de sa chaîne de production. Ce concept aide à comprendre les échanges indirects d'eau entre pays.
Le soft power américain,Acronyme,GAFAM,"Acronyme désignant les géants du Web américain : Google, Apple, Facebook (Meta), Amazon et Microsoft."
Le soft power américain,Institution,ONU,"Organisation des Nations Unies, créée en 1945 pour maintenir la paix et la sécurité internationales."
Le soft power américain,Mouvement,Hallyu,"Terme désignant la 'vague coréenne', soit l'exportation massive de la culture populaire sud-coréenne (K-pop, dramas, cinéma) à l'international."
Le soft power américain,Autre,Ivy League,"Regroupement de huit universités privées parmi les plus anciennes et prestigieuses du Nord-Est des États-Unis (Harvard, Yale, Princeton...)."
Les GAFAM : puissance et dérives,Concept,fake news,Fausses informations créées et diffusées dans le but de tromper le public ou de manipuler l'opinion politique.
Les GAFAM : puissance et dérives,Lieu,Silicon Valley,"Région de Californie au sud de San Francisco, devenue le pôle mondial de la haute technologie et le siège de la plupart des GAFAM."
Les GAFAM : puissance et dérives,Concept,temps d'attention,Ressource limitée des utilisateurs que les plateformes cherchent à capturer et monétiser via la publicité grâce à des algorithmes de rétention.
La transition énergétique,Concept,terres rares,Métaux indispensables aux aimants des éoliennes et moteurs électriques.
La transition énergétique,Concept,neutralité carbone,État d'équilibre entre les émissions de gaz à effet de serre et les absorptions par les puits naturels ou artificiels.
La transition énergétique,Concept,intermittence,"Caractère irrégulier de la production d'énergie (solaire, éolien) qui varie selon les conditions météo et le cycle jour/nuit."
Le futur du travail,Personnage,Henry Ford,"Industriel américain du début du XXe siècle, pionnier du travail à la chaîne et de la standardisation (fordisme), qui a normalisé la semaine de 5 jours pour créer une classe moyenne de consommateurs."
Le futur du travail,Personnage,Joseph Schumpeter,"Économiste autrichien du XXe siècle, célèbre pour sa théorie de la 'destruction créatrice' qui explique comment les innovations technologiques remplacent les anciennes structures économiques."
La Chine et son modèle économique,Personnage,Deng Xiaoping,Dirigeant chinois (1978-1992) ayant initié l'ouverture économique vers le reste du monde.
La Chine et son modèle économique,Personnage,Xi Jinping,"Secrétaire général du Parti communiste chinois depuis 2012, il a renforcé le contrôle du Parti sur la société et lancé la Belt and Road Initiative."
La Chine et son modèle économique,Lieu,Silicon Valley,"Pôle technologique majeur situé en Californie, servant de référence mondiale à l'innovation numérique que la Chine cherche à concurrencer."
La Chine et son modèle économique,Institution,Evergrande,Ancien géant de l'immobilier chinois dont la crise de la dette en 2021 a révélé les fragilités systémiques du modèle financier chinois.
La Chine et son modèle économique,Lieu,Taïwan,"Île insulaire revendiquée par Pékin, point de friction majeur entre la Chine et les États-Unis sur les plans politique et technologique."
La Chine et son modèle économique,Concept,semi-conducteurs,"Composants électroniques essentiels à l'industrie moderne, au cœur de la guerre technologique entre la Chine et l'Occident."
La crise de l'État-Providence,Institution,Conseil National de la Résistance,Organisme qui dirigea les différents mouvements de la Résistance française durant la Seconde Guerre mondiale et élabora le programme de réformes sociales de 1944.
La crise de l'État-Providence,Concept,gig economy,"Économie des petits boulots ou des plateformes numériques (type Uber), caractérisée par des contrats courts et un statut de travailleur indépendant plutôt que salarié."
La crise de l'État-Providence,Concept,flexisécurité,"Modèle social combinant facilité de licenciement pour les entreprises (flexibilité) et protections fortes pour les travailleurs en transition (sécurité), typique du modèle danois."
La crise de l'État-Providence,Concept,CSG,Contribution Sociale Généralisée. Impôt français destiné à diversifier le financement de la protection sociale au-delà des seules cotisations salariales.
La crise de l'État-Providence,Concept,ubérisation,"Phénomène de remise en cause du modèle économique traditionnel par des plateformes numériques mettant en relation directe prestataires et clients, souvent au détriment du salariat classique."
Comment se forment les tremblements de terre ?,Concept,Andromède (Sismologie),Nom d'un vaste projet européen et d'un réseau de capteurs visant à utiliser la fibre optique sous-marine existante pour détecter les vibrations sismiques au fond des océans.
La Renaissance italienne,Concept,Clair-obscur,Technique de peinture consistant à produire des contrastes violents entre les zones de lumière et les zones d'ombre pour créer du volume et du drame.
La Renaissance italienne,Mouvement,Maniérisme,Mouvement artistique de la fin de la Renaissance (v. 1520-1580) caractérisé par le rejet de l'harmonie classique au profit de formes étirées et de compositions complexes.
La naissance de l'impressionnisme,Institution,Académie des beaux-arts,"Institution d'État qui gérait l'enseignement artistique et le Salon à Paris au XIXe siècle, imposant des standards classiques rigoureux."
La naissance de l'impressionnisme,Personnage,Napoléon III,"Empereur des Français qui, face à la crise artistique de 1863, autorisa la création du Salon des Refusés."
La naissance de l'impressionnisme,Évènement,Salon des Refusés,"Exposition organisée en 1863 pour présenter les œuvres rejetées par le jury du Salon officiel, marquant le début de la fracture entre art moderne et académique."
