Nom du cours,Classification,Terme,Explication
Pressefreiheit und Fotojournalismus,Konzept,Vorsehung,"Eine höhere Kraft, die die menschlichen Ereignis zu einem bestimmten Ziel führt, hier oft mit dem göttlichen Willen gleichgesetzt."
Pressefreiheit und Fotojournalismus,Personage,Parzen,"Herrschende Gottheiten des menschlichen Schicksals, dargestellt als Spinnerinnen (römisches Äquivalent der Moiren)."
"Die Geburt der griechischen Götter (Kronos, Zeus, Olymp)",Konzept,Griechischer göttlicher Anthropomorphismus,"Die griechischen Götter sind in ihren Emotionen (Eifersucht, Liebe, Zorn) vollkommen menschlich, aber unsterblich und übernatürlich. Xenophanes kritisierte diese Sichtweise bereits: „Wenn die Pferde Götter hätten, würden sie diese wie Pferde darstellen“."
Prometheus: Der Feuerbringer,Personage,Epimetheus,"Bruder von Prometheus, dessen Name „der danach Denkende“ bedeutet. Er nahm ohne Nachdenken das Geschenk der Pandora an, das von Zeus gesandt worden war. Seine Unbesonnenheit brachte die Übel in die Welt. Das Duo Prometheus-Epimetheus veranschaulicht den Gegensatz zwischen Voraussicht und Impulsivität."
Pandora und die Büchse,Konzept,Elpis (die Hoffnung),"In der Version von Hesiod bleibt Elpis im Krug, als Pandora ihn wieder schließt. Grundlegende Ambiguität: Ist sie die letzte wohlwollende Gabe der Götter oder ein zusätzliches Übel (falsche Hoffnung, Illusion), das die Menschen quält, indem es sie glauben lässt, dass die Dinge sich bessern werden?"
Orpheus und Eurydike,Konzept,Katabasis,"Der Abstieg in die Unterwelt. Wiederkehrendes mythologisches Motiv: Der Held steigt lebendig in die Unterwelt hinab (Herakles, Odysseus, Äneas, Orpheus). Diese Reise symbolisiert die Initiation in den Tod und die Konfrontation mit dem Unbewussten."
Orpheus und Eurydike,Konzept,Orphik,"Griechische Mysterienreligion. Religiöse Strömung, die sich am Mythos von Orpheus inspiriert und die Reinigung der Seele sowie die Metempsychose (Seelenwanderung) predigt. Sie beeinflusste Pythagoras und Platon in ihrer Vorstellung von der Unsterblichkeit der Seele."
Narziss und Echo,Konzept,Narzissmus (Psychologie),"Von Freud (1914) geprägter Begriff: übermäßige Selbstliebe, Unfähigkeit, den Andere zu lieben. Im Mythos kann Narziss Echo nicht lieben, da er nur sein eigenes Bild liebt. Freud unterschied zwischen primärem Narzissmus (gesund) und pathologischem Narzissmus."
Narziss und Echo,Konzept,Echo (akustische Physik),"Das Zurückwerfen eines Schalls von einer Oberfläche und die Rückkehr zu seiner Quelle. Das Wort „Echo“ stammt direkt von der Nymphe aus dem Mythos, die dazu verdammt war, nur die letzten gehörten Worte zu wiederholen. Dieser Mythos erklärte den Griechen das natürliche akustische Phänomen."
Ikarus und Daidalos,Konzept,Hybris (und das Übermaß),"Ikarus verkörpert die klassische Hybris: die menschlichen Grenzen nicht zu respektieren und zu versuchen, sich bis zu den Göttern zu erheben. Diese Transgression wird in der griechischen Mythologie stets bestraft – die Griechen sahen im Übermaß den tragischen Fehler schlechthin."
Sisyphos: ewige Bestrafung,Konzept,Das Absurde bei Camus und Sisyphos,"In Der Mythos von Sisyphos (1942) wählt Camus diesen Mythos, weil Sisyphos sein Schicksal kennt und dennoch weitermacht. Camus folgert, dass „man sich Sisyphos als einen glücklichen Menschen vorstellen muss“ – nur die Verweigerung der Resignation macht das Absurde erträglich."
Sisyphos: ewige Bestrafung,Konzept,Hybris des Sisyphos,"Sisyphos wurde bestraft, weil er den Tod zweimal überlistet und Geheimnisse der Götter verraten hatte. In der griechischen Mythologie erhielten Sterbliche, die die göttliche Ordnung herausforderten oder nach Unsterblichkeit strebten, ewige und beispielhafte Strafen."
Tantalos und seine Qualen,Konzept,"Chemisches Element Tantal (Ta, 73)","So benannt im Jahr 1802 von Ekeberg, weil es in Säuren unlöslich ist – wie Tantalos, der nichts schlucken kann. Es wird in den Kondensatoren von Smartphones und in biokompatiblen medizinischen Prothesen verwendet."
Medusa und Perseus,Konzept,Pegasus (Geburt des),"Als Perseus Medusa enthauptet, wird das geflügelte Pferd Pegasus aus ihrem Blut geboren. Es wird später von Bellerophon mit Hilfe von Athena gefangen und ermöglicht ihm, die Chimäre zu besiegen. Pegasus ist zum universellen Symbol für die Poetik Inspiration geworden."
Herkules und seine 12 Taten,Konzept,Griechisches Heldentum vs. christliches Heldentum,"Das griechische Heldentum (Herkules, Achilleus) schätzt die Kraft, den kriegerischen Ruhm und die Heldentat – auch wenn Herkules aus Buße handelt. Das christliche Heldentum schätzt Demut, Opferbereitschaft und das angenommene Leiden. Diese Spannung strukturiert die abendländische Kultur."
Odysseus und der Kyklop,Konzept,Metis,"Praktische Intelligenz, List, die Fähigkeit, eine ungünstige Situation zu wenden. Odysseus verkörpert die Metis par excellence – sein homerisches Epitheton ist „der Listenreiche“. Sie steht im Gegensatz zur Bié (rohe Gewalt), die Ajax verkörpert."
Odysseus und der Kyklop,Konzept,Zyklopen,"Einäugige Wesen, Söhne von Uranos und Gaia: göttliche Schmiede, die den Blitz des Zeus anfertigten. Bei Homer sind Polyphem und seinesgleichen wilde Hirten, die Götter und Gesetze ignorieren – eine Inkarnation der Barbarei."
Odysseus und die Sirenen,Konzept,Selbstbindung (Precommitment),"Entscheidungsstrategie, die darin besteht, die eigenen zukünftigen Optionen freiwillig einzuschränken, um einer vorhersehbaren Versuchung entgegenzuwirken."
Jason und das Goldene Vlies,Konzept,Kolchis,"Region im Osten des Schwarzen Meeres, in den griechischen Mythen als das Ende der östlichen Welt beschrieben. Die Hirten nutzten dort Schafsfelle, um Gold aus den goldhaltigen Flüssen des Kaukasus zu filtern – das „Goldene Vlies“ war möglicherweise real."
Achilleus: die Ferse und die Unverwundbarkeit,Konzept,Kleos,"Höchster Wert der Heldenkultur: der unsterbliche Ruhm, der durch kriegerische Taten erlangt und von Dichtern überliefert wird. Achilleus wählt bewusst ein kurzes, aber ruhmreiches Leben anstelle eines langen Lebens ohne Ruhm – eine grundlegende Entscheidung der griechischen Heldenethik."
Ödipus und die Sphinx,Konzept,Inzest als fundamentales Grenzüberschreitung,"Der (unfreiwillige) Inzest von Ödipus stellt die ultimative Verletzung der sozialen Ordnung dar: die Vermischung der Generationen. Für die Griechen löste er eine Verunreinigung (Miasma) aus, die die gesamte Gemeinschaft betraf, sichtbar an der Pest, die Theben heimsuchte."
Antigone: Familienpflicht vs. Staatsgesetz,Zugehöriges Ereignis,Antigone von Jean Anouilh (1944),"Theaterstück, das während der Nazi-Besatzung in Paris aufgeführt wurde. Anouilh ließ seine politische Deutung bewusst mehrdeutig: Kreon konnte die Deutschen oder Vichy repräsentieren, Antigone den Widerstand. Beide Seiten fanden in dem Werk ihren Zuspruch – Genie oder Opportunismus?"
Der Trojanische Krieg und das hölzerne Pferd,Konzept,Troja (Hisarlik) und Archäologie,"Schliemann lokalisierte Troja 1870 in Hisarlik, Türkei. Die Ausgrabungen brachten neun aufeinanderfolgende Städte ans Licht. Troja VIIa (um 1184 v. Chr.) weist Brandspuren auf, die mit dem homerischen Bericht übereinstimmen – der Trojanische Krieg fand möglicherweise statt."
Der Trojanische Krieg und das hölzerne Pferd,Andere,Tholos,"Ein Gebäude mit kreisförmigem Grundriss, das hier zur Bezeichnung der unterirdischen Kammer verwendet wird, in der Danaë eingesperrt war."
Thor und Loki (nordische Mythologie),Werk,Prosa-Edda (Snorri Sturluson),"Isländisches Traktat über Poetik und Mythologie aus dem 13. Jahrhundert. Obwohl in einem christlichen Kontext verfasst, stellt es die am besten strukturierte Quelle über nordische Glaubensvorstellungen dar, die dazu bestimmt war, die Kunst der alten Poesie zu bewahren."
Thor und Loki (nordische Mythologie),Werk,Lieder-Edda,"Mittelalterliche Handschrift, die eine Sammlung von mythologischen und heroischen Gedichten in Altnordisch enthält und als ergänzende und oft ältere Quelle als die Prosa-Edda gilt."
Ragnarök: das Ende der nordischen Welt,Konzept,Yggdrasil,"Nordische Weltenesche, welche die neun Welten verbindet. Ihre Wurzeln reichen bis in die Reiche der Götter, der Giganten und der Toten. Die Nornen (Weberinnen des Schicksals) leben an ihrem Fuß. Der kosmische Baum ist ein nahezu universeller mythologischer Archetyp."
Ragnarök: das Ende der nordischen Welt,Konzept,Vergleichende Apokalyptik,"Die Vision von Ragnarök teilt Merkmale mit anderen Eschatologien: dem christlichen Jüngsten Gericht, dem hinduistischen Kali-Yuga. Diese apokalyptischen Visionen spiegeln eine universelle Sorge um das Ende der Zeiten und oft die darauf folgende Renaissance wider."
Osiris und Set (ägyptische Mythologie),Konzept,Ma'at,"Grundlegendes Prinzip des ägyptischen Denkens: die kosmische Ordnung, die Wahrheit und die Gerechtigkeit. Der Pharao war dafür verantwortlich, die Ma'at gegen das Chaos aufrechtzuerhalten. Osiris führt den Vorsitz über das Totengericht, bei dem ihr Herz gegen die Feder der Ma'at gewogen wird."
Romulus und Remus: die Gründung Roms,Konzept,Ab Urbe Condita,"Traditionelles Datum der Gründung Roms (753 v. Chr.), berechnet von Varro im 1. Jahrhundert v. Chr. Die Römer zählten die Jahre „ab der Gründung der Stadt“ (AUC). Dieses legendäre Datum entsprach der Monarchie der sieben Könige von Rom."
Vishnu und Shiva (hinduistische Mythologie),Konzept,Samsara und Karma,"Samsara: Zyklus der Reinkarnationen der Seele. Karma: Gesetz der moralischen Kausalität – jede Handlung hat Konsequenzen für zukünftige Leben. Vishnu steigt in Avataren auf die Erde herab, genau um das gestörte kosmische Karma wiederherzustellen."
Die Walküren und Walhall,Konzept,Nordische Kriegereschatologie,"Die nordischen Krieger versuchten, mit der Waffe in der Hand zu sterben, um von den Walküren ausgewählt zu werden. An einer Krankheit zu sterben („Strohtod“), öffnete nicht die Tore von Walhall – diese Vision eines kriegerischen Paradieses strukturierte die Wikingerkultur."
Die Titanen gegen die Götter (Titanomachie),Konzept,Ordnung und Chaos in der griechischen Mythologie,"Die Titanomachie repräsentiert den Sieg der olympischen Ordnung (Zeus, die Vernunft, das Gesetz) über das urzeitliche Chaos der Titanen. Diese narrative Struktur – der kosmische Kampf zwischen Ordnung und Chaos – findet sich in allen großen Mythologien der Welt wieder."
Die Titanen gegen die Götter (Titanomachie),Konzept,Gigantomachie (Fortsetzung der Titanomachie),"Nach der Titanomachie mussten die Olympier gegen die Giganten antreten (geboren aus dem Blut von Uranos), die nahezu unbesiegbar waren. Dieser zweite Götterkrieg kündigt die permanenten Spannungen zwischen der olympischen Ordnung und den Urkräften des Chaos an."
Dionysos: der Gott des Weines und des Übermaßes,Konzept,Apollinisch und Dionysisch (Nietzsche),Philosophischer Gegensatz zwischen Ordnung/Vernunft (Apollon) und Chaos/Rausch (Dionysos) als Triebfedern des künstlerischen Schaffens.
Aeneas und die Gründung Roms (Vergil),Ereignis,Troja (Trojanischer Krieg),"Legendärer Konflikt zwischen den griechischen Staaten und den Trojanern, der als chronologischer Ausgangspunkt für die Äneis dient."
Die aztekischen Götter und die Menschenopfer,Konzept,Kosmologie der Fünf Sonnen und kosmische Schuld,"Die Götter hatten ihr Blut geopfert, um die fünfte der Fünf Sonnen zu erschaffen. Die Menschen standen in ewiger Schuld und mussten diese mit Blut zurückzahlen. Diese Logik des kosmischen Austauschs machte die Opfer in der aztekischen Sicht der Welt moralisch notwendig."
Das Mahabharata,Konzept,Bhagavad Gita (Konzept),"Die 18 Kapitel des Dialogs zwischen Krishna und Arjuna bilden einen bedeutenden philosophischen Text, der unabhängig vom Rest des Epos steht. Krishna lehrt das uneigennützige Handeln (Karma Yoga), die Hingabe (Bhakti) und das Wissen (Jnana) als Wege der Befreiung."
Das Mahabharata,Konzept,Oralität und Überlieferung der indischen Epen (Konzept),"Wie Homer, war Das Mahabharata zunächst ein mündliches Epos, das von Griots auswendig gelernt und rezitiert wurde. Seine Niederschrift erstreckte sich über mehrere Jahrhunderte. Diese Texte werden auch heute noch in ganz Indien rezitiert und gesungen, lebendiger denn je."
"Lancelot, Guinevere und die Tafelrunde",Konzept,Mittelalterliche höfische Liebe (fin'amor),"Ein sozialer Kodex, der die geheime und unerreichbare Liebe eines Ritters zu einer (oft verheirateten) Dame verherrlicht. Lancelot und Guinevere sind das perfekte Beispiel dafür. Diese ehebruchsbegünstigte Leidenschaft, zerstörerisch und doch erhaben, steht im Zentrum der mittelalterlichen Literatur."
"Lancelot, Guinevere und die Tafelrunde",Konzept,Gralsqueste und mittelalterliches Christentum,"Der Gral wurde christianisiert: Kelch des Abendmahls oder Becher, der das Blut Christi auffing. Die Suche wird zu einer spirituellen Suche nach Reinheit. Nur Galaad – rein und sündenfrei – kann ihn erreichen. Lancelot, befleckt durch seine Liebe zu Guinevere, scheitert."
"Lancelot, Guinevere und die Tafelrunde",Ereignis,Prüfung des Schwertes,"Gründungsepisode, in dem Arthur sein königliches Blut beweist, indem er das Schwert Excalibur (oder je nach Quelle ein anonymes Schwert) aus einem Felsen oder einem Amboss zieht und damit seine göttliche Legitimität beweist."
Merlin der Zauberer,Konzept,"Erzmagier in der Literatur, Figur des","Merlin ist der Prototyp des Erzmagiers: Gandalf (Tolkien) und Dumbledore (Rowling) sind direkte Nachfahren. Der weise alte Mann mit den geheimnisvollen Kräften, der den Helden führt, ist ein fast universeller narrativer Archetyp."
Tausendundeine Nacht (Scheherazade),Konzept,Europäischer Orientalismus,"Faszination und Idealisierung des Orients durch die Europäer, oft stereotypisiert. Tausendundeine Nacht, insbesondere in der Übersetzung von Antoine Galland (1704), befeuerte diesen Orientalismus: Harems, Kalifen und Dschinns wurden zum Standardbild der arabischen Welt in Europa."
Sindbad der Seefahrer,Personage,Marco Polo (westliches Pendant),Marco Polo (1254-1324) unternahm die umgekehrte Reise von Sindbad: von Venedig zum China von Kublai Khan. Seine Berichte schienen ebenso fabelhaft wie die von Sindbad. Das Buch der Wunder beeinflusste Kolumbus direkt in seinen Plänen für die Reise nach Asien.
Die Titanen gegen die Götter: die vollständige Titanomachie,Konzept,Ordnung und Chaos in der griechischen Mythologie,"Die Titanomachie repräsentiert den Sieg der olympischen Ordnung (Zeus, die Vernunft, das Gesetz) über das ursprüngliche Chaos der Titanen. Diese narrative Struktur – ein kosmischer Kampf zwischen Ordnung und Chaos – findet sich in allen großen Mythologien der Welt wieder."
Die Rivalität zwischen China und den USA,Konzept,Handelskrieg und Zollgebühren,"Ab 2018 erlegten die USA (Trump) massiven Zollgebühren auf chinesische Produkte auf, worauf China in gleicher Weise reagierte. Dieser Handelskrieg spiegelt eine technologische und geopolitische Rivalität wider, die tiefer geht als der reine Handel."
Die Spannungen um Taiwan,Konzept,Strategische Ambiguität der USA,"Amerikanische Politik, die „ein China“ anerkennt, ohne die Souveränität Pekings über Taiwan anzuerkennen, und Waffen verkauft, ohne explizit eine militärische Verteidigung zu versprechen. Diese bewusste strategische Ambiguität soll eine Invasion abschrecken und gleichzeitig vermeiden, Peking zu provozieren."
Das Konzept einer „multipolaren“ Welt,Konzept,„Unipolarer Moment“ (Krauthammer),"Krauthammer beschrieb (1990) die Zeit nach dem Kalten Krieg als einen „unipolaren Moment“ mit den USA als einziger Supermacht. Er sah voraus, dass dies 30 bis 40 Jahre dauern würde – eine treffende Prognose, da der unipolarer Moment gegen 2008-2010 endete."
